CODIGO  ;DESCRICAO DO INSUMO;UNIDADE;ORIGEM DO PRECO;  PRECO MEDIANO R$
10923;HIDRANTE SUBTERRANEO, EM FERRO FUNDIDO, COM CURVA CURTA E CAIXA, DN 75 MM;UN    ;AS;1.595,35
10924;HIDRANTE SUBTERRANEO, EM FERRO FUNDIDO, COM CURVA LONGA E CAIXA, DN 75 MM;UN    ;AS;1.680,21
37772;HIDROJATEADORA PARA DESOBSTRUCAO DE REDES E GALERIAS, TANQUE 7000 L, BOMBA TRIPLEX 120 KGF/CM2 128 L/MIN (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN    ;AS;81.389,54
37771;HIDROJATEADORA PARA DESOBSTRUCAO DE REDES E GALERIAS, TANQUE 7000 L, BOMBA TRIPLEX 140 KGF/CM2 260 L/MIN ALIMENTADA POR MOTOR INDEPENDENTE A DIESEL POTENCIA 125 CV (INCLUI MONTAGEM, NAO INCLUI CAMINHAO);UN    ;AS;86.585,51
12770;"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 10,0 M3/H, DE 1""";UN    ;CR;415,14
12772;"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 20,0 M3/H, DE 1 1/2""";UN    ;CR;689,95
12768;"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 30,0 M3/H, DE 2""";UN    ;CR;970,61
12775;"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 7,0 M3/H, DE 1""";UN    ;CR;304,04
12769;"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 1,5 M3/H, DE 1/2""";UN    ;C ;79,52
12773;"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 3,0 M3/H, DE 1/2""";UN    ;CR;85,36
12774;"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 5,0 M3/H, DE 3/4""";UN    ;CR;105,24
12776;"HIDROMETRO WOLTMANN, VAZAO MAXIMA DE 50,0 M3/H, DE 2""";UN    ;CR;1.567,01
12777;"HIDROMETRO WOLTMANN, VAZAO MAXIMA DE 80,0 M3/H, DE 3""";UN    ;CR;2.046,47
3391;IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 2000 W, TENSAO DE PULSO ENTRE 600 A 750 V;UN    ;CR;32,55
3389;IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 400 W, TENSAO DE PULSO ENTRE 3000 A 4500 V;UN    ;C ;16,89
3390;IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 400 W, TENSAO DE PULSO ENTRE 580 A 750 V;UN    ;CR;19,00
12873;IMPERMEABILIZADOR;H     ;CR;13,14
41076;IMPERMEABILIZADOR (MENSALISTA);MES   ;CR;2.300,37
1371;IMPERMEABILIZANTE A BASE DE CIMENTO CRISTALIZANTE EM PO, MONOCOMPONENTE;KG    ;CR;5,85
140;IMPERMEABILIZANTE FLEXIVEL BRANCO DE BASE ACRILICA PARA COBERTURAS;KG    ;CR;17,66
151;IMPERMEABILIZANTE INCOLOR PARA TRATAMENTO DE FACHADAS E TELHAS, BASE SILICONE;L     ;CR;22,21
7340;IMUNIZANTE PARA MADEIRA, INCOLOR;L     ;AS;15,87
2701;INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS);H     ;CR;16,64
40929;INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS) (MENSALISTA);MES   ;CR;2.916,34
38114;INTERRUPTOR BIPOLAR SIMPLES 10 A, 250 V (APENAS MODULO);UN    ;CR;10,52
38064;"INTERRUPTOR BIPOLAR 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN    ;CR;11,76
38115;INTERRUPTOR INTERMEDIARIO 10 A, 250 V (APENAS MODULO);UN    ;CR;11,23
38065;"INTERRUPTOR INTERMEDIARIO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN    ;CR;16,69
38078;"INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;9,73
38113;INTERRUPTOR PARALELO 10A, 250V (APENAS MODULO);UN    ;CR;5,29
38063;"INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN    ;CR;5,67
38080;"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;16,91
38069;"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;9,25
38077;"INTERRUPTOR SIMPLES + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;9,03
38073;"INTERRUPTOR SIMPLES + 2 INTERRUPTORES PARALELOS 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;13,77
38112;INTERRUPTOR SIMPLES 10A, 250V (APENAS MODULO);UN    ;CR;4,06
38062;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN    ;CR;4,17
12128;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + MODULO)";UN    ;CR;5,57
12129;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + 2 MODULOS)";UN    ;CR;7,36
38081;"INTERRUPTORES PARALELOS (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;14,34
38070;"INTERRUPTORES PARALELOS (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;9,88
38074;"INTERRUPTORES PARALELOS (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN    ;CR;15,03
38079;"INTERRUPTORES SIMPLES (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;12,90
38072;"INTERRUPTORES SIMPLES (2 MODULOS) + 1 INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;12,39
38068;"INTERRUPTORES SIMPLES (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;8,55
38071;"INTERRUPTORES SIMPLES (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN    ;CR;10,23
38412;INVERSOR DE SOLDA MONOFASICO DE 160 A, POTENCIA DE 5400 W, TENSAO DE 220 V, TURBO VENTILADO, PROTECAO POR FUSIVEL TERMICO, PARA ELETRODOS DE 2,0 A 4,0 MM;UN    ;CR;931,84
3405;ISOLADOR DE PORCELANA SUSPENSO, DISCO TIPO GARFO OLHAL, DIAMETRO DE 152 MM, PARA TENSAO DE *15* KV;UN    ;CR;39,20
3394;ISOLADOR DE PORCELANA, TIPO BUCHA, PARA TENSAO DE *15* KV;UN    ;CR;206,94
3393;ISOLADOR DE PORCELANA, TIPO BUCHA, PARA TENSAO DE *35* KV;UN    ;CR;352,34
3406;ISOLADOR DE PORCELANA, TIPO PINO MONOCORPO, PARA TENSAO DE *15* KV;UN    ;C ;12,00
3395;ISOLADOR DE PORCELANA, TIPO PINO MONOCORPO, PARA TENSAO DE *35* KV;UN    ;CR;50,62
3398;ISOLADOR DE PORCELANA, TIPO ROLDANA, DIMENSOES DE *72* X *72* MM, PARA USO EM BAIXA TENSAO;UN    ;CR;2,40
34364;JANELA ALUMIINIO DE CORRER 1,20 X 1,50 M (AXL) COM 4 FOLHAS DE VIDRO INCLUSO GUARNICAO;UN    ;CR;478,12
34379;JANELA ALUMINIO BASCULANTE  100 X 100 CM (AXL);UN    ;CR;268,50
34378;JANELA ALUMINIO BASCULANTE  100 X 80 CM (AXL);UN    ;CR;226,60
34377;JANELA ALUMINIO BASCULANTE  80 X 60 CM (AXL);UN    ;CR;154,77
34367;JANELA ALUMINIO DE CORRER 1,00 X 1,50 M (AXL) COM 2 FOLHAS DE VIDRO INCLUSO GUARNICAO;UN    ;CR;400,88
34369;JANELA ALUMINIO DE CORRER 1,00 X 2,00 M (AXL) COM 4 FOLHAS DE VIDRO INCLUSO GUARNICAO;UN    ;CR;514,90
34370;JANELA ALUMINIO DE CORRER 1,20 X 1,20 (AXL) M COM 3 FOLHAS (2 VENEZIANAS E 1 VIDRO) INCLUSO GUARNICAO;UN    ;CR;606,84
34362;JANELA ALUMINIO DE CORRER 1,20 X 1,20 M (AXL) COM 2 FOLHAS DE VIDRO INCLUSO GUARNICAO.;UN    ;CR;404,56
34371;JANELA ALUMINIO DE CORRER 1,20 X 1,50 (AXL) M COM 3 FOLHAS (2 VENEZIANAS E 1 VIDRO) INCLUSO GUARNICAO;UN    ;CR;689,58
34372;JANELA ALUMINIO DE CORRER 1,20 X 1,50 (AXL) M COM 6 FOLHAS (4 VENEZIANAS E 2 VIDROS) INCLUSO GUARNICAO;UN    ;CR;740,29
34363;JANELA ALUMINIO DE CORRER 1,20 X 1,50 M (AXL) COM 2 FOLHAS DE VIDRO INCLUSO GUARNICAO.;UN    ;CR;478,12
34373;JANELA ALUMINIO DE CORRER 1,20 X 2,00 (AXL) M COM 6 FOLHAS (4 VENEZIANAS E 2 VIDROS) INCLUSO GUARNICAO;UN    ;CR;880,99
34365;JANELA ALUMINIO DE CORRER 1,20 X 2,00 M (AXL) COM 4 FOLHAS DE VIDRO INCLUSO GUARNICAO;UN    ;CR;564,99
34381;JANELA ALUMINIO MAXIM AR 80 X 60 CM (AXL) (INCLUSO GUARNICAO E VIDRO);UN    ;CR;194,19
601;JANELA ALUMINIO MAXIM AR, SERIE 25, 90 X 110CM (INCLUSO GUARNICAO E VIDRO FANTASIA).;M2    ;CR;282,32
40662;JANELA BASCULANTE EM MADEIRA PINUS/ EUCALIPTO/ TAUARI/ VIROLA OU EQUIVALENTE DA REGIAO, *60 X 60*, CAIXA DO BATENTE/ MARCO E = *10* CM, 2 BASCULAS PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM GUARNICAO/ALIZAR E SEM ACABAMENTO);UN    ;CR;72,80
3437;JANELA BASCULANTE EM MADEIRA PINUS/ EUCALIPTO/ TAUARI/ VIROLA OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/ MARCO *10* CM, *2* FOLHAS BASCULANTES PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM GUARNICAO/ALIZAR E SEM ACABAMENTO);M2    ;CR;202,24
11183;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 100 X 100 CM (SEM VIDROS);UN    ;CR;344,91
11190;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 60 CM (SEM VIDROS);UN    ;C ;160,00
615;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 80 CM (SEM VIDROS);M2    ;CR;392,02
616;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 80 CM (SEM VIDROS);UN    ;CR;188,17
11192;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 80 X 80 CM (SEM VIDROS);UN    ;CR;294,39
11231;JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 80 X 80 CM (SEM VIDROS);M2    ;CR;459,98
3428;JANELA DE ABRIR EM MADEIRA IMBUIA/CEDRO ARANA/CEDRO ROSA OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE ABRIR TIPO VENEZIANA E 2 FOLHAS DE ABRIR PARA VIDRO, COM GUARNICAO/ALIZAR, COM FERRAGENS, (SEM VIDRO E SEM ACABAMENTO);M2    ;C ;300,00
3429;JANELA DE ABRIR EM MADEIRA PINUS/EUCALIPTO/ TAUARI/ VIROLA OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE ABRIR TIPO VENEZIANA E 2 FOLHAS GUILHOTINA PARA VIDRO, COM FERRAGENS (SEM VIDRO,SEM GUARNICAO/ALIZAR E SEM ACABAMENTO);M2    ;CR;171,40
597;JANELA DE CORRER EM ALUMINIO, SERIE 25, SEM BANDEIRA, COM 4 FOLHAS PARA VIDRO, (DUAS FIXAS E DUAS MOVEIS) 1,60 X 1,10 M (INCLUSO GUARNICAO E VIDRO LISO INCOLOR).;M2    ;C ;280,02
11199;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM,  COM DIVISAO HORIZ , PINT ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120  X 150 CM (A X L);UN    ;CR;883,65
34801;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINT ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120  X 150 CM (A X L);UN    ;CR;1.108,48
34799;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINT ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120  X 200 CM (A X L);UN    ;CR;1.366,98
622;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINT ANTICORROSIVA, SEM VIDRO, SEM BANDEIRA, 4 FLS, 100  X 120 CM (A X L);UN    ;CR;615,42
34805;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINT ANTICORROSIVA, SEM VIDRO, SEM BANDEIRA, 4 FLS, 120  X 150 CM (A X L);M2    ;CR;460,60
34803;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINT ANTICORROSIVA, SEM VIDRO, SEM BANDEIRA, 4 FLS, 120  X 200 CM (A X L);UN    ;CR;556,96
606;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, QUADRICULADA, PINTURA ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120  X 150 CM (A X L);M2    ;CR;615,82
11227;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, SEM  DIVISAO, PINT ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120  X 200 CM (A X L);UN    ;CR;652,25
41927;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, SEM DIVISAO, PINT ANTICORROSIVA, SEM VIDRO, BANDEIRA COM BASCULA, 4 FLS, 120 X 150 CM;M2    ;CR;496,45
11193;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, VENEZIANA, PINT ANTICORROSIVA, PINT ACABAMENTO, COM VIDRO, 6 FLS, 120  X 150 CM (A X L);M2    ;CR;624,38
11194;JANELA DE CORRER, ACO, BATENTE/REQUADRO DE 6 A 14 CM, VENEZIANA, PINT ANTICORROSIVA, SEM VIDRO, 6 FLS, 120  X 150 CM (A X L);M2    ;CR;562,18
605;JANELA DE CORRER, ACO, COM BATENTE/REQUADRO DE 6 A 14 CM, SEM DIVISAO, PINT ANTICORROSIVA, PINT ACABAMENTO, COM VIDRO, SEM BANDEIRA, COM GRADE, 4 FLS, 100  X 120 CM (A X L);M2    ;CR;706,04
11197;JANELA DE CORRER, ACO, COM BATENTE/REQUADRO DE 6 A 14 CM, SEM DIVISAO, PINT ANTICORROSIVA, PINT ACABAMENTO, COM VIDRO, SEM BANDEIRA, 2 FLS, 120  X 150 CM (A X L);UN    ;CR;855,10
40659;JANELA DE 6 FOLHAS DE CORRER EM MADEIRA CEDRINHO/ ANGELIM COMERCIAL/ CURUPIXA/ CUMARU OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE CORRER VENEZIANA, 2 FOLHAS FIXAS VENEZIANA E 2 FOLHAS DE CORRER PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM ACABAMENTO E SEM GUARNICAO/ALIZAR);M2    ;CR;286,15
40660;JANELA DE 6 FOLHAS DE CORRER EM MADEIRA IMBUIA/CEDRO ARANA/CEDRO ROSA OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE CORRER VENEZIANA, 2 FOLHAS FIXAS VENEZIANA E 2 FOLHAS DE CORRER PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM ACABAMENTO E SEM GUARNICAO/ALIZAR);M2    ;CR;362,66
40661;JANELA DE 6 FOLHAS DE CORRER EM MADEIRA PINUS/ EUCALIPTO/ TAUARI/ VIROLA OU  EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE CORRER VENEZIANA, 2 FOLHAS FIXAS VENEZIANA E 2 FOLHAS DE CORRER PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM ACABAMENTO E SEM GUARNICAO/ALIZAR);M2    ;CR;222,97
3421;JANELA EM MADEIRA CEDRINHO/ ANGELIM COMERCIAL/ CURUPIXA/ CUMARU OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 2 FOLHAS DE ABRIR TIPO VENEZIANA E 2 FOLHAS GUILHOTINA PARA VIDRO, COM GUARNICAO/ALIZAR, COM FERRAGENS (SEM VIDRO E SEM ACABAMENTO);M2    ;CR;224,68
3423;JANELA MAXIM AR EM MADEIRA CEDRINHO/ ANGELIM COMERCIAL/ CURUPIXA/ CUMARU OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/MARCO *10* CM, 1 FOLHA  PARA VIDRO, COM GUARNICAO/ALIZAR, COM FERRAGENS, (SEM VIDRO E SEM ACABAMENTO);M2    ;CR;316,85
34797;JANELA MAXIMO AR, ACO, BATENTE / REQUADRO DE 6 A 14 CM, PINT ANTICORROSIVA, SEM VIDRO, COM GRADE, 1 FL, 60  X 80 CM (A X L);UN    ;CR;348,50
624;JANELA MAXIMO AR, ACO, BATENTE/REQUADRO DE 6 A 14 CM, PINT ANTICORROSIVA, SEM VIDRO, COM GRADE, 1 FL, 60  X 80 CM (A X L);M2    ;CR;726,05
623;JANELA MAXIMO AR, ACO, BATENTE/REQUADRO DE 6 A 14 CM, PINT ANTICORROSIVA, SEM VIDRO, SEM GRADE, 1 FL, 60  X 80 CM (A X L);M2    ;CR;272,63
25964;JARDINEIRO;H     ;CR;9,46
41077;JARDINEIRO (MENSALISTA);MES   ;CR;1.657,88
20159;JOELHO COM VISITA, PVC SERIE R, 90 GRAUS, 100 X 75 MM, PARA ESGOTO PREDIAL;UN    ;CR;23,92
37963;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 15 MM, PARA AGUA QUENTE;UN    ;CR;2,21
37964;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 22 MM, PARA AGUA QUENTE;UN    ;CR;3,68
37965;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 28 MM, PARA AGUA QUENTE;UN    ;CR;5,34
37966;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 35 MM, PARA AGUA QUENTE;UN    ;CR;9,67
37967;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 42 MM, PARA AGUA QUENTE;UN    ;CR;15,51
37968;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 54 MM, PARA AGUA QUENTE;UN    ;CR;34,01
37969;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 73 MM, PARA AGUA QUENTE;UN    ;CR;90,87
37970;JOELHO CPVC, SOLDAVEL, 45 GRAUS, 89 MM, PARA AGUA QUENTE;UN    ;CR;106,00
21118;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 15 MM, PARA AGUA QUENTE;UN    ;C ;1,67
37956;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 22 MM, PARA AGUA QUENTE;UN    ;CR;2,64
37957;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 28 MM, PARA AGUA QUENTE;UN    ;CR;5,58
37958;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 35 MM, PARA AGUA QUENTE;UN    ;CR;9,67
37959;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 42 MM, PARA AGUA QUENTE;UN    ;CR;15,51
37960;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 54 MM, PARA AGUA QUENTE;UN    ;CR;33,40
37961;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 73 MM, PARA AGUA QUENTE;UN    ;CR;88,61
37962;JOELHO CPVC, SOLDAVEL, 90 GRAUS, 89 MM, PARA AGUA QUENTE;UN    ;CR;102,96
3533;JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS,  25 MM X 20 MM, PARA AGUA FRIA PREDIAL;UN    ;CR;1,65
3538;JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS,  32 MM X 25 MM, PARA AGUA FRIA PREDIAL;UN    ;CR;2,27
3497;"JOELHO DE REDUCAO, PVC, ROSCAVEL COM BUCHA DE LATAO, 90 GRAUS,  3/4"" X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;10,01
3498;"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 1"" X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;3,18
3496;"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;1,97
38429;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 15 MM X 1/2"", PARA AGUA QUENTE";UN    ;CR;5,64
38431;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 22 MM X 1/2"", PARA AGUA QUENTE";UN    ;CR;8,93
38430;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 22 MM X 3/4"", PARA AGUA QUENTE";UN    ;CR;11,41
38449;JOELHO PARA PE DE COLUNA, 45 GRAUS, SERIE R, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;CR;23,55
10836;JOELHO PVC COM VISITA, 90 GRAUS, DN 100 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;CR;12,65
20128;JOELHO PVC LEVE, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;CR;31,48
20131;JOELHO PVC LEVE, 90 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;CR;28,36
3521;"JOELHO PVC,  SOLDAVEL COM ROSCA, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;1,20
3531;"JOELHO PVC,  SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;1,30
3522;"JOELHO PVC,  SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;2,12
3527;"JOELHO PVC,  SOLDAVEL COM ROSCA, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;6,70
10835;JOELHO PVC, COM BOLSA E ANEL, 90 GRAUS, DN 40 X *38* MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;CR;2,82
3475;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;2,11
3485;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1"", PARA AGUA FRIA PREDIAL";UN    ;CR;6,43
3534;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;2,73
3543;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;1,36
3482;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1"", PARA AGUA FRIA PREDIAL";UN    ;CR;3,28
3505;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;1,96
3516;JOELHO PVC, SOLDAVEL, BB, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;UN    ;CR;1,81
3517;JOELHO PVC, SOLDAVEL, BB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;UN    ;CR;1,10
3515;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;4,10
20147;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;CR;4,20
3524;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;5,00
3532;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;CR;9,33
3528;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;CR;5,72
37952;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;CR;35,28
37951;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;UN    ;CR;1,53
3518;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL;UN    ;CR;2,20
3519;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;CR;5,05
3520;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;CR;5,66
37950;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;CR;34,04
37949;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;UN    ;CR;1,24
3526;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL;UN    ;CR;1,69
3509;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;CR;4,31
3530;JOELHO PVC, SOLDAVEL, 90 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL;UN    ;CR;146,67
3542;JOELHO PVC, SOLDAVEL, 90 GRAUS, 20 MM, PARA AGUA FRIA PREDIAL;UN    ;CR;0,37
3529;JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL;UN    ;C ;0,55
3536;JOELHO PVC, SOLDAVEL, 90 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL;UN    ;CR;1,42
