CODIGO  ;DESCRICAO_INSUMO;UNIDADE;  PRECO MEDIANO R$;MESANO
3919;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4""";UN    ;6,54;
3927;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1 1/2""";UN    ;33,16;
3928;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2""";UN    ;33,16;
3926;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2""";UN    ;18,9;
3935;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/4""";UN    ;18,9;
3925;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1""";UN    ;18,9;
12406;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2""";UN    ;4,64;
3929;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/2""";UN    ;50,52;
3931;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2 1/2""";UN    ;50,52;
3930;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2""";UN    ;50,52;
3932;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2 1/2""";UN    ;87,25;
3933;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2""";UN    ;87,25;
3934;"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 3""";UN    ;87,25;
40355;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS,  DN 20 X 15 MM (3/4 "" X 1/2"")";UN    ;16,07;
40358;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 25 X 20 MM (1"" X 3/4"")";UN    ;22,44;
40361;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 32 X 25 MM (1 1/4""  X 1"")";UN    ;58,88;
40364;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 40  X 32 MM (1 1/2"" X 1 1/4"")";UN    ;75,3;
40367;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 50 X 40 MM (2"" X 1 1/2"")";UN    ;118,75;
40370;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 60 X 50 MM (2 1/2"" X 2"")";UN    ;238,92;
40373;"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA (SW), PRESSAO 3.000 LBS, DN 80 X 65 MM (3"" X 2 1/2"")";UN    ;323,08;
3907;"LUVA DE REDUCAO ROSCAVEL, PVC, 1"" X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;1,78;
3889;"LUVA DE REDUCAO ROSCAVEL, PVC, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;1,28;
3868;LUVA DE REDUCAO SOLDAVEL, PVC, 25 MM X 20 MM, PARA AGUA FRIA PREDIAL;UN    ;0,63;
3869;LUVA DE REDUCAO SOLDAVEL, PVC, 32 MM X 25 MM, PARA AGUA FRIA PREDIAL;UN    ;1,52;
3872;LUVA DE REDUCAO SOLDAVEL, PVC, 40 MM X 32 MM, PARA AGUA FRIA PREDIAL;UN    ;1,87;
3850;LUVA DE REDUCAO SOLDAVEL, PVC, 60 MM X 50 MM, PARA AGUA FRIA PREDIAL;UN    ;5,11;
38023;LUVA DE REDUCAO, PVC, SOLDAVEL, 50 X 25 MM, PARA AGUA FRIA PREDIAL;UN    ;2,14;
37986;LUVA DE TRANSICAO DE CPVC X PVC, SOLDAVEL, 22 X 25 MM, PARA AGUA QUENTE;UN    ;1,15;
37987;"LUVA DE TRANSICAO, CPVC, SOLDAVEL, 42 MM X 1 1/2"", PARA AGUA QUENTE";UN    ;86,41;
37988;"LUVA DE TRANSICAO, CPVC, SOLDAVEL, 54 MM X 2"", PARA AGUA QUENTE PREDIAL";UN    ;140,95;
21120;"LUVA DE TRANSICAO, CPVC, 15 MM X 1/2"", PARA AGUA QUENTE PREDIAL";UN    ;7,02;
39318;"LUVA DE TRANSICAO, CPVC, 22 MM X 1/2"", PARA AGUA QUENTE";UN    ;5,79;
20162;LUVA DUPLA, PVC LEVE, DN 150 MM;UN    ;8,84;
40354;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 15 MM (1/2"")";UN    ;20;
40357;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 20 MM (3/4"")";UN    ;22,44;
40360;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 25 MM (1"")";UN    ;30,12;
40363;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 32 MM (1 1/4"")";UN    ;45,94;
40366;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 40 MM (1 1/2"")";UN    ;58,74;
40369;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 50 MM (2"")";UN    ;92,56;
40372;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 65 MM (2 1/2"")";UN    ;185,98;
40375;"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 80 MM (3"")";UN    ;251,77;
1893;"LUVA EM PVC RIGIDO ROSCAVEL, DE 1 1/2"", PARA ELETRODUTO";UN    ;1,86;
1902;"LUVA EM PVC RIGIDO ROSCAVEL, DE 1 1/4"", PARA ELETRODUTO";UN    ;1,35;
1901;"LUVA EM PVC RIGIDO ROSCAVEL, DE 1/2"", PARA ELETRODUTO";UN    ;0,42;
1892;"LUVA EM PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO";UN    ;0,87;
1907;"LUVA EM PVC RIGIDO ROSCAVEL, DE 2 1/2"", PARA ELETRODUTO";UN    ;5,98;
1894;"LUVA EM PVC RIGIDO ROSCAVEL, DE 2"", PARA ELETRODUTO";UN    ;2,69;
1891;"LUVA EM PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO";UN    ;0,62;
1896;"LUVA EM PVC RIGIDO ROSCAVEL, DE 3"", PARA ELETRODUTO";UN    ;8,03;
1895;"LUVA EM PVC RIGIDO ROSCAVEL, DE 4"", PARA ELETRODUTO";UN    ;14,11;
2641;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 100 MM (4"")";UN    ;12,06;
2636;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 15 MM (1/2"")";UN    ;0,77;
2637;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 20 MM (3/4"")";UN    ;0,82;
2638;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 25 MM (1"")";UN    ;0,96;
2639;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 32 MM (1 1/4"")";UN    ;1,7;
2644;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 40 MM (1 1/2"")";UN    ;2,46;
2643;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 50 MM (2"")";UN    ;3,44;
2640;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 65 MM (2 1/2"")";UN    ;5,02;
2642;"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 80 MM (3"")";UN    ;7,64;
39855;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 15 MM;UN    ;1,36;
39856;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 22 MM;UN    ;3,22;
39857;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 28 MM;UN    ;5,21;
39858;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 35 MM;UN    ;11,56;
39859;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 42 MM;UN    ;17,81;
39860;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 54 MM;UN    ;27,34;
39861;LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 66 MM;UN    ;78,06;
3867;LUVA PVC SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL;UN    ;35,08;
3861;LUVA PVC SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL;UN    ;0,35;
3904;LUVA PVC SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL;UN    ;0,4;
3903;LUVA PVC SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL;UN    ;0,85;
3862;LUVA PVC SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL;UN    ;1,88;
3863;LUVA PVC SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL;UN    ;2,21;
3864;LUVA PVC SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL;UN    ;6,05;
3865;LUVA PVC SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL;UN    ;9,04;
3866;LUVA PVC SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL;UN    ;20,61;
3902;"LUVA PVC, ROSCAVEL,  2 1/2"",  AGUA FRIA PREDIAL";UN    ;11,63;
3878;"LUVA PVC, ROSCAVEL, 1 1/2"",  AGUA FRIA PREDIAL";UN    ;3,67;
3877;"LUVA PVC, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL";UN    ;3,34;
3879;"LUVA PVC, ROSCAVEL, 2"",  AGUA FRIA PREDIAL";UN    ;7,4;
3880;"LUVA PVC, ROSCAVEL, 3"", AGUA FRIA PREDIAL";UN    ;16,72;
12892;LUVA RASPA DE COURO, CANO CURTO (PUNHO *7* CM);PAR   ;9,53;
3883;"LUVA ROSCAVEL, PVC, 1/2"", AGUA FRIA PREDIAL";UN    ;0,64;
3876;"LUVA ROSCAVEL, PVC, 1"", AGUA FRIA PREDIAL";UN    ;1,66;
3884;"LUVA ROSCAVEL, PVC, 3/4"", AGUA FRIA PREDIAL";UN    ;0,95;
3837;LUVA SIMPLES, PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351);UN    ;39,56;
3845;LUVA SIMPLES, PVC PBA, JE, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351);UN    ;11,52;
11045;LUVA SIMPLES, PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351);UN    ;24;
20170;LUVA SIMPLES, PVC SERIE REFORCADA - R, 100 MM, PARA ESGOTO PREDIAL;UN    ;9,12;
20171;LUVA SIMPLES, PVC SERIE REFORCADA - R, 150 MM, PARA ESGOTO PREDIAL;UN    ;28,59;
20167;LUVA SIMPLES, PVC SERIE REFORCADA - R, 40 MM, PARA ESGOTO PREDIAL;UN    ;3,59;
20168;LUVA SIMPLES, PVC SERIE REFORCADA - R, 50 MM, PARA ESGOTO PREDIAL;UN    ;5,36;
20169;LUVA SIMPLES, PVC SERIE REFORCADA - R, 75 MM, PARA ESGOTO PREDIAL;UN    ;7,52;
3899;LUVA SIMPLES, PVC, SOLDAVEL, DN 100 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;3,19;
38676;LUVA SIMPLES, PVC, SOLDAVEL, DN 150 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;13,99;
3897;LUVA SIMPLES, PVC, SOLDAVEL, DN 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;0,65;
3875;LUVA SIMPLES, PVC, SOLDAVEL, DN 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;1,48;
3898;LUVA SIMPLES, PVC, SOLDAVEL, DN 75 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN    ;2,74;
3855;"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 20 MM X 1/2""";UN    ;2,59;
3874;"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 1/2""";UN    ;2,76;
3870;"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 3/4""";UN    ;3,46;
38678;"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 32 MM X 1""";UN    ;7,99;
3859;"LUVA SOLDAVEL COM ROSCA, PVC, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;0,63;
3856;"LUVA SOLDAVEL COM ROSCA, PVC, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN    ;0,95;
3906;"LUVA SOLDAVEL COM ROSCA, PVC, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN    ;0,73;
3860;"LUVA SOLDAVEL COM ROSCA, PVC, 32 MM X 1"", PARA AGUA FRIA PREDIAL";UN    ;2,32;
3905;"LUVA SOLDAVEL COM ROSCA, PVC, 40 MM X 1 1/4"", PARA AGUA FRIA PREDIAL";UN    ;4,99;
3871;"LUVA SOLDAVEL COM ROSCA, PVC, 50 MM X 1 1/2"", PARA AGUA FRIA PREDIAL";UN    ;8,79;
37429;LUVA, PEAD PE 100,  DE 400 MM, PARA ELETROFUSAO;UN    ;1.035,62;
37426;LUVA, PEAD PE 100,  DE 63 MM, PARA ELETROFUSAO;UN    ;9,96;
37427;LUVA, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO;UN    ;23,76;
37424;LUVA, PEAD PE 100, DE 20 MM, PARA ELETROFUSAO;UN    ;4,57;
37428;LUVA, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO;UN    ;81,89;
37425;LUVA, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO;UN    ;4,93;
11519;MACANETA ALAVANCA, RETA OU CURVA, MACICA, CROMADA, COMPRIMENTO DE 10 A 16 CM, ACABAMENTO PADRAO MEDIO - SOMENTE MACANETAS;PAR   ;21,56;
11520;MACANETA ALAVANCA, RETA SIMPLES / OCA, CROMADA, COMPRIMENTO DE 10 A 16 CM, ACABAMENTO PADRAO POPULAR - SOMENTE MACANETAS;PAR   ;8,55;
11518;"MACANETA TIPO BOLA, CROMADA,  DIAMETRO APROXIMADO DE *2 1/2*"", (SOMENTE MACANETAS)";PAR   ;24,88;
38473;MACARICO DE SOLDA 201 PARA EXTENSAO GLP OU ACETILENO;UN    ;84,1;
4244;MACARIQUEIRO;H     ;20,03;
40977;MACARIQUEIRO (MENSALISTA);MES   ;3.503,70;
4006;MADEIRA PINHO SERRADA 3A QUALIDADE NAO APARELHADA;M3    ;799,7;
2742;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 12 A 15 CM (PARA ESCORAMENTO);M     ;2,03;
2748;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 16 A 19 CM (PARA ESCORAMENTO);M     ;5,96;
2736;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 20 A 24 CM (PARA ESCORAMENTO);M     ;8,32;
2745;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 8 A 11 CM (PARA ESCORAMENTO);M     ;1,68;
2751;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 6 M, D = 12 A 15 CM (PARA ESCORAMENTO);M     ;2,15;
14439;MADEIRA ROLICA SEM TRATAMENTO, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 6 M, D = 8 A 11 CM (PARA ESCORAMENTO);M     ;1,9;
2731;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 12 M, D = 20 A 24 CM (PARA POSTE);M     ;50,23;
21138;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 2,2 M, D = 8 A 11 CM (PARA CERCA);M     ;5,45;
2747;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 2,20 M, D = 16 A 19 CM (PARA CERCA);M     ;13,47;
4115;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 12 A 15 CM;M     ;10,54;
2729;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 3 M, D = 4 A 7 CM (PARA CAIBRO);UN    ;12,7;
4119;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 6 M, D = 16 A 19 CM;M     ;21,21;
2794;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 6,5 M, D = 25 A 29 CM;M     ;52,38;
2788;MADEIRA ROLICA TRATADA, EUCALIPTO OU EQUIVALENTE DA REGIAO, H = 6,5 M, D = 30 A 34 CM;M     ;105,9;
3989;MADEIRA SERRADA APARELHADA DE MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M3    ;1.240,22;
3997;MADEIRA SERRADA NAO APARELHADA DE MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO;M3    ;2.737,26;
4004;MADEIRA 2A QUALIDADE SERRADA NAO APARELHADA;M3    ;2.005,00;
11836;MADEIRA 2A QUALIDADE SERRADA NAO APARELHADA -TIPO VIROLA;M3    ;2.374,34;
36151;MANGOTE DE SEGURANCA EM RASPA DE COURO;UN    ;21,18;
37457;"MANGUEIRA CRISTAL PARA NIVEL, LISA, PVC TRANSPARENTE, 3/8"" X1,5 MM";M     ;1,35;
37456;"MANGUEIRA CRISTAL PARA NIVEL, LISA, PVC TRANSPARENTE, 5/16"" X1 MM";M     ;0,71;
37461;"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, COM PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 3/4"" X *2,8* MM";M     ;5,03;
37460;"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 1"" X *3,4* MM";M     ;6,88;
37458;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/2"" X 2 MM";M     ;2,01;
37454;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/4"" X1 MM";M     ;0,53;
37455;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/4"" X1,5 MM";M     ;0,89;
37459;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 3/4"" X 2 MM";M     ;2,83;
21029;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;250;
21030;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;308,16;
21031;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;383,66;
21032;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;409,65;
37527;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;370,04;
37528;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN    ;441,21;
37529;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN    ;445,54;
37530;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN    ;581,68;
21034;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;496,28;
37531;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN    ;625;
21036;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;759,9;
21037;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN    ;866,33;
20185;"MANGUEIRA DE PVC FLEXIVEL,TIPO FLAT/ACHATADA, COR LARANJA, D = 1 1/2"" (40 MM), PARA CONDUCAO DE AGUA, SERVICOS LEVES E MEDIOS";M     ;8,19;
20260;"MANGUEIRA P/ GAS 1/2"" C/ 1M";UN    ;6,88;
42011;"MANILHA RETA PESADA PADRAO ""D"", CORPO EM ACO CARBONO 1045 E PINO REFORCADO EM ACO ALLOY, GALVANIZADO, ROSCADO, DIAMETRO 1/2"" (COLETADO CAIXA)";UN    ;6,42;
37523;MANIPULADOR TELESCOPICO, POTENCIA DE 101 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MAXIMA DE ELEVACAO DE 12 M;UN    ;401.551,70;
37515;MANIPULADOR TELESCOPICO, POTENCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MAXIMA DE ELEVACAO DE 12,3 M;UN    ;357.000,00;
12899;"MANOMETRO 0 A 200PSI (0 A 14KGF/CM2) D=50MM - CONEXAO 1/4"" BSP, RETO, CAIXA E ANEL EM ACO ESTAMPADO 1020, ACABAMENTO EM PINTURA ELETROSTATICA EM EPOXI PRETO";UN    ;56,62;
39697;MANTA ALUMINIZADA NAS DUAS FACES, PARA SUBCOBERTURA, E = *2* MM;M2    ;0,63;
39696;MANTA ALUMINIZADA 1 FACE PARA SUBCOBERTURA, E = *1* MM;M2    ;6,75;
39700;MANTA ANTIRRUIDO DE POLIESTER (PET) PARA CONTRAPISO E = *8* MM;M2    ;17,38;
11621;MANTA ASFALTICA ELASTOMERICA EM POLIESTER ALUMINIZADA 3 MM, TIPO III, CLASSE B (NBR 9952);M2    ;34,58;
4014;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 3 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2    ;35,78;
4015;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 4 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2    ;43,93;
4017;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 5 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2    ;63,93;
4016;MANTA ASFALTICA ELASTOMERICA TIPO GLASS 3 MM, TIPO II, CLASSE C, ACABAMENTO PP (NBR 9952);M2    ;25,25;
39699;MANTA DE BORRACHA ANTIRRUIDO 5 MM;M2    ;9,14;
38544;MANTA DE POLIETILENO EXPANDIDO (PEBD) ANTICHAMAS, E = 8 MM;M2    ;6,48;
38545;MANTA DE POLIETILENO EXPANDIDO (PEBD), E = 5 MM;M2    ;4,16;
39695;MANTA DE POLIETILENO EXPANDIDO COM 1 FACE METALIZADA PARA SUBCOBERTURA, E = *5* MM;M2    ;1,67;
39323;MANTA GEOTEXTIL TECIDO DE LAMINETES DE POLIPROPILENO, RESISTENCIA A TRACAO = *25* KN/M;M2    ;15,88;
626;MANTA LIQUIDA DE BASE ASFALTICA MODIFICADA COM A ADICAO DE ELASTOMEROS DILUIDOS EM SOLVENTE ORGANICO, APLICACAO A FRIO (MEMBRANA IMPERMEABILIZANTE ASFASTICA);KG    ;10,5;
25860;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM ( NBR 15352);M2    ;5,22;
25861;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,75 MM ( NBR 15352);M2    ;7,88;
25862;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,80 MM ( NBR 15352);M2    ;8,37;
25863;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,00 MM ( NBR 15352);M2    ;10,46;
25864;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,50 MM ( NBR 15352);M2    ;15,69;
25865;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM ( NBR 15352);M2    ;21,02;
25866;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,50 MM ( NBR 15352);M2    ;26,1;
25868;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,50 MM (NBR 15352);M2    ;5,82;
25869;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,75 MM (NBR 15352);M2    ;8,22;
25870;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,80 MM (NBR 15352);M2    ;9,32;
25871;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,00 MM (NBR 15352);M2    ;11,44;
25867;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,50 MM (NBR 15352);M2    ;16,94;
25872;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,00 MM (NBR 15352);M2    ;22,9;
25873;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,50 MM (NBR 15352);M2    ;28,56;
12898;"MANÔMETRO ESCALA 10 KGF/CM2, CAIXA E ANEL EM ACO ESTAMPADO 1020, ACABAMENTO EM PINTURA ELETROSTATICA EM EPOXI PRETO, DN = 100 MM, CONEXAO DE 1,2""";UN    ;132,52;
